week,idade,vacina,ordem,state,n
2022-01-29,9,Coronavac,1,PA,4043
2022-01-29,9,Coronavac,1,PB,991
2022-01-29,9,Coronavac,1,PE,1677
2022-01-29,9,Coronavac,1,PI,1208
2022-01-29,9,Coronavac,1,PR,4966
2022-01-29,9,Coronavac,1,RJ,15824
2022-01-29,9,Coronavac,1,RN,1300
2022-01-29,9,Coronavac,1,RO,17
2022-01-29,9,Coronavac,1,RR,41
2022-01-29,9,Coronavac,1,RS,2332
2022-01-29,9,Coronavac,1,SC,1128
2022-01-29,9,Coronavac,1,SE,625
2022-01-29,9,Coronavac,1,SP,131062
2022-01-29,9,Coronavac,1,TO,149
2022-01-29,9,Coronavac,2,AC,34
2022-01-29,9,Coronavac,2,AL,36
2022-01-29,9,Coronavac,2,AM,674
2022-01-29,9,Coronavac,2,AP,139
2022-01-29,9,Coronavac,2,BA,2333
2022-01-29,9,Coronavac,2,CE,2341
2022-01-29,9,Coronavac,2,DF,1017
2022-01-29,9,Coronavac,2,ES,1573
2022-01-29,9,Coronavac,2,GO,1331
2022-01-29,9,Coronavac,2,MA,569
2022-01-29,9,Coronavac,2,MG,4809
2022-01-29,9,Coronavac,2,MS,826
2022-01-29,9,Coronavac,2,MT,326
2022-01-29,9,Coronavac,2,PA,2316
2022-01-29,9,Coronavac,2,PB,733
2022-01-29,9,Coronavac,2,PE,1305
2022-01-29,9,Coronavac,2,PI,979
2022-01-29,9,Coronavac,2,PR,4259
2022-01-29,9,Coronavac,2,RJ,9894
2022-01-29,9,Coronavac,2,RN,1039
2022-01-29,9,Coronavac,2,RO,16
2022-01-29,9,Coronavac,2,RR,25
2022-01-29,9,Coronavac,2,RS,1871
2022-01-29,9,Coronavac,2,SC,748
2022-01-29,9,Coronavac,2,SE,387
2022-01-29,9,Coronavac,2,SP,1287
2022-01-29,9,Coronavac,2,TO,95
2022-01-29,9,Coronavac,3,AC,0
2022-01-29,9,Coronavac,3,AL,0
2022-01-29,9,Coronavac,3,AM,1
2022-01-29,9,Coronavac,3,AP,0
2022-01-29,9,Coronavac,3,BA,7
2022-01-29,9,Coronavac,3,CE,13
2022-01-29,9,Coronavac,3,DF,3
2022-01-29,9,Coronavac,3,ES,4
2022-01-29,9,Coronavac,3,GO,4
2022-01-29,9,Coronavac,3,MA,1
2022-01-29,9,Coronavac,3,MG,21
2022-01-29,9,Coronavac,3,MS,2
2022-01-29,9,Coronavac,3,MT,1
2022-01-29,9,Coronavac,3,PA,6
2022-01-29,9,Coronavac,3,PB,1
2022-01-29,9,Coronavac,3,PE,7
2022-01-29,9,Coronavac,3,PI,11
2022-01-29,9,Coronavac,3,PR,6
2022-01-29,9,Coronavac,3,RJ,57
2022-01-29,9,Coronavac,3,RN,4
2022-01-29,9,Coronavac,3,RO,0
2022-01-29,9,Coronavac,3,RR,0
2022-01-29,9,Coronavac,3,RS,5
2022-01-29,9,Coronavac,3,SC,3
2022-01-29,9,Coronavac,3,SE,2
2022-01-29,9,Coronavac,3,SP,8
2022-01-29,9,Coronavac,3,TO,1
2022-01-29,9,Coronavac,4,AC,0
2022-01-29,9,Coronavac,4,AL,0
2022-01-29,9,Coronavac,4,AM,0
2022-01-29,9,Coronavac,4,AP,0
2022-01-29,9,Coronavac,4,BA,0
2022-01-29,9,Coronavac,4,CE,0
2022-01-29,9,Coronavac,4,DF,0
2022-01-29,9,Coronavac,4,ES,0
2022-01-29,9,Coronavac,4,GO,0
2022-01-29,9,Coronavac,4,MA,0
2022-01-29,9,Coronavac,4,MG,0
2022-01-29,9,Coronavac,4,MS,0
2022-01-29,9,Coronavac,4,MT,0
2022-01-29,9,Coronavac,4,PA,0
2022-01-29,9,Coronavac,4,PB,0
2022-01-29,9,Coronavac,4,PE,0
2022-01-29,9,Coronavac,4,PI,0
2022-01-29,9,Coronavac,4,PR,0
2022-01-29,9,Coronavac,4,RJ,0
2022-01-29,9,Coronavac,4,RN,0
2022-01-29,9,Coronavac,4,RO,0
2022-01-29,9,Coronavac,4,RS,0
2022-01-29,9,Coronavac,4,SC,1
2022-01-29,9,Coronavac,4,SE,0
2022-01-29,9,Coronavac,4,SP,0
2022-01-29,9,Coronavac,4,TO,2
2022-01-29,9,Coronavac,5,BA,0
2022-01-29,9,Coronavac,5,ES,0
2022-01-29,9,Coronavac,5,MG,0
2022-01-29,9,Coronavac,5,PA,0
2022-01-29,9,Coronavac,5,PB,0
2022-01-29,9,Coronavac,5,PR,0
2022-01-29,9,Coronavac,5,RJ,0
2022-01-29,9,Coronavac,5,RN,0
2022-01-29,9,Coronavac,5,RS,0
2022-01-29,9,Coronavac,5,SP,0
2022-01-29,9,Pfizer,1,AC,574
2022-01-29,9,Pfizer,1,AL,1937
2022-01-29,9,Pfizer,1,AM,772
2022-01-29,9,Pfizer,1,AP,352
2022-01-29,9,Pfizer,1,BA,7725
2022-01-29,9,Pfizer,1,CE,8697
2022-01-29,9,Pfizer,1,DF,1181
2022-01-29,9,Pfizer,1,ES,862
2022-01-29,9,Pfizer,1,GO,5652
2022-01-29,9,Pfizer,1,MA,3065
2022-01-29,9,Pfizer,1,MG,9384
2022-01-29,9,Pfizer,1,MS,1049
2022-01-29,9,Pfizer,1,MT,1344
2022-01-29,9,Pfizer,1,PA,1583
2022-01-29,9,Pfizer,1,PB,2149
2022-01-29,9,Pfizer,1,PE,4996
2022-01-29,9,Pfizer,1,PI,743
2022-01-29,9,Pfizer,1,PR,5309
2022-01-29,9,Pfizer,1,RJ,7747
2022-01-29,9,Pfizer,1,RN,1352
2022-01-29,9,Pfizer,1,RO,751
2022-01-29,9,Pfizer,1,RR,37
2022-01-29,9,Pfizer,1,RS,3853
2022-01-29,9,Pfizer,1,SC,3048
2022-01-29,9,Pfizer,1,SE,1246
2022-01-29,9,Pfizer,1,SP,10844
2022-01-29,9,Pfizer,1,TO,665
2022-01-29,9,Pfizer,2,AC,334
2022-01-29,9,Pfizer,2,AL,1409
2022-01-29,9,Pfizer,2,AM,522
2022-01-29,9,Pfizer,2,AP,186
2022-01-29,9,Pfizer,2,BA,4790
2022-01-29,9,Pfizer,2,CE,4794
2022-01-29,9,Pfizer,2,DF,755
2022-01-29,9,Pfizer,2,ES,620
2022-01-29,9,Pfizer,2,GO,3911
2022-01-29,9,Pfizer,2,MA,1685
2022-01-29,9,Pfizer,2,MG,7051
2022-01-29,9,Pfizer,2,MS,528
2022-01-29,9,Pfizer,2,MT,817
2022-01-29,9,Pfizer,2,PA,859
2022-01-29,9,Pfizer,2,PB,1264
2022-01-29,9,Pfizer,2,PE,3667
2022-01-29,9,Pfizer,2,PI,599
2022-01-29,9,Pfizer,2,PR,3818
2022-01-29,9,Pfizer,2,RJ,4893
2022-01-29,9,Pfizer,2,RN,967
2022-01-29,9,Pfizer,2,RO,399
2022-01-29,9,Pfizer,2,RR,17
2022-01-29,9,Pfizer,2,RS,2911
2022-01-29,9,Pfizer,2,SC,1951
2022-01-29,9,Pfizer,2,SE,718
2022-01-29,9,Pfizer,2,SP,127
2022-01-29,9,Pfizer,2,TO,396
2022-01-29,9,Pfizer,3,AC,0
2022-01-29,9,Pfizer,3,AL,1
2022-01-29,9,Pfizer,3,AM,1
2022-01-29,9,Pfizer,3,AP,0
2022-01-29,9,Pfizer,3,BA,4
2022-01-29,9,Pfizer,3,CE,3
2022-01-29,9,Pfizer,3,DF,5
2022-01-29,9,Pfizer,3,ES,6
2022-01-29,9,Pfizer,3,GO,4
2022-01-29,9,Pfizer,3,MA,7
2022-01-29,9,Pfizer,3,MG,9
2022-01-29,9,Pfizer,3,MS,0
2022-01-29,9,Pfizer,3,MT,2
2022-01-29,9,Pfizer,3,PA,0
2022-01-29,9,Pfizer,3,PB,1
2022-01-29,9,Pfizer,3,PE,8
2022-01-29,9,Pfizer,3,PI,3
2022-01-29,9,Pfizer,3,PR,2
2022-01-29,9,Pfizer,3,RJ,91
2022-01-29,9,Pfizer,3,RN,7
2022-01-29,9,Pfizer,3,RO,0
2022-01-29,9,Pfizer,3,RR,1
2022-01-29,9,Pfizer,3,RS,8
2022-01-29,9,Pfizer,3,SC,4
2022-01-29,9,Pfizer,3,SE,0
2022-01-29,9,Pfizer,3,SP,0
2022-01-29,9,Pfizer,3,TO,4
2022-01-29,9,Pfizer,4,AC,0
2022-01-29,9,Pfizer,4,AL,0
2022-01-29,9,Pfizer,4,AM,0
2022-01-29,9,Pfizer,4,AP,0
2022-01-29,9,Pfizer,4,BA,0
2022-01-29,9,Pfizer,4,CE,2
2022-01-29,9,Pfizer,4,DF,0
2022-01-29,9,Pfizer,4,ES,0
2022-01-29,9,Pfizer,4,GO,0
2022-01-29,9,Pfizer,4,MA,0
2022-01-29,9,Pfizer,4,MG,1
2022-01-29,9,Pfizer,4,MS,0
2022-01-29,9,Pfizer,4,MT,0
2022-01-29,9,Pfizer,4,PA,0
2022-01-29,9,Pfizer,4,PB,0
2022-01-29,9,Pfizer,4,PE,1
2022-01-29,9,Pfizer,4,PI,0
2022-01-29,9,Pfizer,4,PR,0
2022-01-29,9,Pfizer,4,RJ,0
2022-01-29,9,Pfizer,4,RN,0
2022-01-29,9,Pfizer,4,RO,0
2022-01-29,9,Pfizer,4,RS,0
2022-01-29,9,Pfizer,4,SC,0
2022-01-29,9,Pfizer,4,SE,0
2022-01-29,9,Pfizer,4,SP,0
2022-01-29,9,Pfizer,4,TO,0
2022-01-29,9,Pfizer,5,BA,0
2022-01-29,9,Pfizer,5,ES,0
2022-01-29,9,Pfizer,5,MG,0
2022-01-29,9,Pfizer,5,PA,0
2022-01-29,9,Pfizer,5,PB,0
2022-01-29,9,Pfizer,5,PR,0
2022-01-29,9,Pfizer,5,RJ,0
2022-01-29,9,Pfizer,5,RN,0
2022-01-29,9,Pfizer,5,RS,0
2022-01-29,9,Pfizer,5,SP,0
2022-01-29,10,Coronavac,1,AC,42
2022-01-29,10,Coronavac,1,AL,48
2022-01-29,10,Coronavac,1,AM,1162
2022-01-29,10,Coronavac,1,AP,213
2022-01-29,10,Coronavac,1,BA,3239
2022-01-29,10,Coronavac,1,CE,3097
2022-01-29,10,Coronavac,1,DF,1502
2022-01-29,10,Coronavac,1,ES,2011
2022-01-29,10,Coronavac,1,GO,1671
2022-01-29,10,Coronavac,1,MA,1015
2022-01-29,10,Coronavac,1,MG,12800
2022-01-29,10,Coronavac,1,MS,1247
2022-01-29,10,Coronavac,1,MT,598
2022-01-29,10,Coronavac,1,PA,4275
2022-01-29,10,Coronavac,1,PB,1092
2022-01-29,10,Coronavac,1,PE,2267
2022-01-29,10,Coronavac,1,PI,2268
2022-01-29,10,Coronavac,1,PR,4069
2022-01-29,10,Coronavac,1,RJ,17205
2022-01-29,10,Coronavac,1,RN,1362
2022-01-29,10,Coronavac,1,RO,13
2022-01-29,10,Coronavac,1,RR,158
2022-01-29,10,Coronavac,1,RS,2313
2022-01-29,10,Coronavac,1,SC,1110
2022-01-29,10,Coronavac,1,SE,836
2022-01-29,10,Coronavac,1,SP,137488
2022-01-29,10,Coronavac,1,TO,132
2022-01-29,10,Coronavac,2,AC,26
2022-01-29,10,Coronavac,2,AL,25
2022-01-29,10,Coronavac,2,AM,817
2022-01-29,10,Coronavac,2,AP,92
2022-01-29,10,Coronavac,2,BA,2205
2022-01-29,10,Coronavac,2,CE,2206
2022-01-29,10,Coronavac,2,DF,1094
2022-01-29,10,Coronavac,2,ES,1595
2022-01-29,10,Coronavac,2,GO,1149
2022-01-29,10,Coronavac,2,MA,490
2022-01-29,10,Coronavac,2,MG,9759
2022-01-29,10,Coronavac,2,MS,779
2022-01-29,10,Coronavac,2,MT,423
2022-01-29,10,Coronavac,2,PA,2461
2022-01-29,10,Coronavac,2,PB,775
2022-01-29,10,Coronavac,2,PE,1681
2022-01-29,10,Coronavac,2,PI,1702
2022-01-29,10,Coronavac,2,PR,3236
2022-01-29,10,Coronavac,2,RJ,10579
2022-01-29,10,Coronavac,2,RN,1157
2022-01-29,10,Coronavac,2,RO,15
2022-01-29,10,Coronavac,2,RR,76
2022-01-29,10,Coronavac,2,RS,1837
2022-01-29,10,Coronavac,2,SC,810
2022-01-29,10,Coronavac,2,SE,665
2022-01-29,10,Coronavac,2,SP,1367
2022-01-29,10,Coronavac,2,TO,121
2022-01-29,10,Coronavac,3,AC,0
2022-01-29,10,Coronavac,3,AL,0
2022-01-29,10,Coronavac,3,AM,5
2022-01-29,10,Coronavac,3,AP,0
2022-01-29,10,Coronavac,3,BA,2
2022-01-29,10,Coronavac,3,CE,24
2022-01-29,10,Coronavac,3,DF,3
2022-01-29,10,Coronavac,3,ES,4
2022-01-29,10,Coronavac,3,GO,9
2022-01-29,10,Coronavac,3,MA,0
2022-01-29,10,Coronavac,3,MG,70
2022-01-29,10,Coronavac,3,MS,1
2022-01-29,10,Coronavac,3,MT,0
2022-01-29,10,Coronavac,3,PA,7
2022-01-29,10,Coronavac,3,PB,1
2022-01-29,10,Coronavac,3,PE,9
2022-01-29,10,Coronavac,3,PI,11
2022-01-29,10,Coronavac,3,PR,5
2022-01-29,10,Coronavac,3,RJ,90
2022-01-29,10,Coronavac,3,RN,3
2022-01-29,10,Coronavac,3,RO,0
2022-01-29,10,Coronavac,3,RR,0
2022-01-29,10,Coronavac,3,RS,4
2022-01-29,10,Coronavac,3,SC,0
2022-01-29,10,Coronavac,3,SE,4
2022-01-29,10,Coronavac,3,SP,13
2022-01-29,10,Coronavac,3,TO,4
2022-01-29,10,Coronavac,4,AC,0
2022-01-29,10,Coronavac,4,AL,0
2022-01-29,10,Coronavac,4,AM,0
2022-01-29,10,Coronavac,4,AP,0
2022-01-29,10,Coronavac,4,BA,0
2022-01-29,10,Coronavac,4,CE,1
2022-01-29,10,Coronavac,4,DF,0
2022-01-29,10,Coronavac,4,ES,0
2022-01-29,10,Coronavac,4,GO,0
2022-01-29,10,Coronavac,4,MA,0
2022-01-29,10,Coronavac,4,MG,0
2022-01-29,10,Coronavac,4,MS,0
2022-01-29,10,Coronavac,4,MT,0
2022-01-29,10,Coronavac,4,PA,0
2022-01-29,10,Coronavac,4,PB,0
2022-01-29,10,Coronavac,4,PE,0
2022-01-29,10,Coronavac,4,PI,1
2022-01-29,10,Coronavac,4,PR,0
2022-01-29,10,Coronavac,4,RJ,0
2022-01-29,10,Coronavac,4,RN,1
2022-01-29,10,Coronavac,4,RO,0
2022-01-29,10,Coronavac,4,RS,0
2022-01-29,10,Coronavac,4,SC,0
2022-01-29,10,Coronavac,4,SE,0
2022-01-29,10,Coronavac,4,SP,0
2022-01-29,10,Coronavac,4,TO,0
2022-01-29,10,Coronavac,5,BA,0
2022-01-29,10,Coronavac,5,ES,0
2022-01-29,10,Coronavac,5,MG,0
2022-01-29,10,Coronavac,5,PA,0
2022-01-29,10,Coronavac,5,PB,0
2022-01-29,10,Coronavac,5,PR,0
2022-01-29,10,Coronavac,5,RJ,0
2022-01-29,10,Coronavac,5,RN,0
2022-01-29,10,Coronavac,5,RS,0
2022-01-29,10,Coronavac,5,SP,0
2022-01-29,10,Pfizer,1,AC,538
2022-01-29,10,Pfizer,1,AL,2232
2022-01-29,10,Pfizer,1,AM,1295
2022-01-29,10,Pfizer,1,AP,323
2022-01-29,10,Pfizer,1,BA,9694
2022-01-29,10,Pfizer,1,CE,12340
2022-01-29,10,Pfizer,1,DF,1219
2022-01-29,10,Pfizer,1,ES,1001
2022-01-29,10,Pfizer,1,GO,5731
2022-01-29,10,Pfizer,1,MA,4170
2022-01-29,10,Pfizer,1,MG,12911
2022-01-29,10,Pfizer,1,MS,1080
2022-01-29,10,Pfizer,1,MT,1595
2022-01-29,10,Pfizer,1,PA,2063
2022-01-29,10,Pfizer,1,PB,3721
2022-01-29,10,Pfizer,1,PE,6927
2022-01-29,10,Pfizer,1,PI,1489
2022-01-29,10,Pfizer,1,PR,9787
2022-01-29,10,Pfizer,1,RJ,11326
2022-01-29,10,Pfizer,1,RN,1569
2022-01-29,10,Pfizer,1,RO,916
2022-01-29,10,Pfizer,1,RR,133
2022-01-29,10,Pfizer,1,RS,5894
2022-01-29,10,Pfizer,1,SC,3490
2022-01-29,10,Pfizer,1,SE,2430
2022-01-29,10,Pfizer,1,SP,13529
2022-01-29,10,Pfizer,1,TO,911
2022-01-29,10,Pfizer,2,AC,279
2022-01-29,10,Pfizer,2,AL,1490
2022-01-29,10,Pfizer,2,AM,910
2022-01-29,10,Pfizer,2,AP,177
2022-01-29,10,Pfizer,2,BA,6062
2022-01-29,10,Pfizer,2,CE,7316
2022-01-29,10,Pfizer,2,DF,752
2022-01-29,10,Pfizer,2,ES,727
2022-01-29,10,Pfizer,2,GO,3838
2022-01-29,10,Pfizer,2,MA,2518
2022-01-29,10,Pfizer,2,MG,9411
2022-01-29,10,Pfizer,2,MS,503
2022-01-29,10,Pfizer,2,MT,1007
2022-01-29,10,Pfizer,2,PA,1044
2022-01-29,10,Pfizer,2,PB,2430
2022-01-29,10,Pfizer,2,PE,5152
2022-01-29,10,Pfizer,2,PI,1141
2022-01-29,10,Pfizer,2,PR,7496
2022-01-29,10,Pfizer,2,RJ,6477
2022-01-29,10,Pfizer,2,RN,1033
2022-01-29,10,Pfizer,2,RO,482
2022-01-29,10,Pfizer,2,RR,58
2022-01-29,10,Pfizer,2,RS,4470
2022-01-29,10,Pfizer,2,SC,2441
2022-01-29,10,Pfizer,2,SE,1588
2022-01-29,10,Pfizer,2,SP,162
2022-01-29,10,Pfizer,2,TO,483
2022-01-29,10,Pfizer,3,AC,1
2022-01-29,10,Pfizer,3,AL,1
2022-01-29,10,Pfizer,3,AM,4
2022-01-29,10,Pfizer,3,AP,0
2022-01-29,10,Pfizer,3,BA,27
2022-01-29,10,Pfizer,3,CE,23
2022-01-29,10,Pfizer,3,DF,1
2022-01-29,10,Pfizer,3,ES,6
2022-01-29,10,Pfizer,3,GO,5
2022-01-29,10,Pfizer,3,MA,1
2022-01-29,10,Pfizer,3,MG,19
2022-01-29,10,Pfizer,3,MS,1
2022-01-29,10,Pfizer,3,MT,3
2022-01-29,10,Pfizer,3,PA,1
2022-01-29,10,Pfizer,3,PB,9
2022-01-29,10,Pfizer,3,PE,17
2022-01-29,10,Pfizer,3,PI,5
2022-01-29,10,Pfizer,3,PR,8
2022-01-29,10,Pfizer,3,RJ,85
2022-01-29,10,Pfizer,3,RN,13
2022-01-29,10,Pfizer,3,RO,2
2022-01-29,10,Pfizer,3,RR,0
2022-01-29,10,Pfizer,3,RS,15
2022-01-29,10,Pfizer,3,SC,4
2022-01-29,10,Pfizer,3,SE,2
2022-01-29,10,Pfizer,3,SP,1
2022-01-29,10,Pfizer,3,TO,3
2022-01-29,10,Pfizer,4,AC,0
2022-01-29,10,Pfizer,4,AL,0
2022-01-29,10,Pfizer,4,AM,0
2022-01-29,10,Pfizer,4,AP,0
2022-01-29,10,Pfizer,4,BA,0
2022-01-29,10,Pfizer,4,CE,0
2022-01-29,10,Pfizer,4,DF,0
2022-01-29,10,Pfizer,4,ES,1
2022-01-29,10,Pfizer,4,GO,0
2022-01-29,10,Pfizer,4,MA,0
2022-01-29,10,Pfizer,4,MG,0
2022-01-29,10,Pfizer,4,MS,0
2022-01-29,10,Pfizer,4,MT,0
2022-01-29,10,Pfizer,4,PA,0
2022-01-29,10,Pfizer,4,PB,1
2022-01-29,10,Pfizer,4,PE,0
2022-01-29,10,Pfizer,4,PI,0
2022-01-29,10,Pfizer,4,PR,0
2022-01-29,10,Pfizer,4,RJ,3
2022-01-29,10,Pfizer,4,RN,0
2022-01-29,10,Pfizer,4,RO,0
2022-01-29,10,Pfizer,4,RS,0
2022-01-29,10,Pfizer,4,SC,0
2022-01-29,10,Pfizer,4,SE,0
2022-01-29,10,Pfizer,4,SP,0
2022-01-29,10,Pfizer,4,TO,0
2022-01-29,10,Pfizer,5,BA,0
2022-01-29,10,Pfizer,5,ES,0
2022-01-29,10,Pfizer,5,MG,0
2022-01-29,10,Pfizer,5,PA,0
2022-01-29,10,Pfizer,5,PB,0
2022-01-29,10,Pfizer,5,PR,0
2022-01-29,10,Pfizer,5,RJ,0
2022-01-29,10,Pfizer,5,RN,0
2022-01-29,10,Pfizer,5,RS,0
2022-01-29,10,Pfizer,5,SP,0
2022-01-29,11,Coronavac,1,AC,49
2022-01-29,11,Coronavac,1,AL,58
2022-01-29,11,Coronavac,1,AM,1161
2022-01-29,11,Coronavac,1,AP,220
2022-01-29,11,Coronavac,1,BA,3033
2022-01-29,11,Coronavac,1,CE,2341
2022-01-29,11,Coronavac,1,DF,1216
2022-01-29,11,Coronavac,1,ES,1906
2022-01-29,11,Coronavac,1,GO,961
2022-01-29,11,Coronavac,1,MA,879
2022-01-29,11,Coronavac,1,MG,6698
2022-01-29,11,Coronavac,1,MS,1174
2022-01-29,11,Coronavac,1,MT,679
2022-01-29,11,Coronavac,1,PA,4436
2022-01-29,11,Coronavac,1,PB,957
2022-01-29,11,Coronavac,1,PE,2076
2022-01-29,11,Coronavac,1,PI,1695
2022-01-29,11,Coronavac,1,PR,2935
2022-01-29,11,Coronavac,1,RJ,4657
2022-01-29,11,Coronavac,1,RN,1339
2022-01-29,11,Coronavac,1,RO,22
2022-01-29,11,Coronavac,1,RR,155
2022-01-29,11,Coronavac,1,RS,2052
2022-01-29,11,Coronavac,1,SC,1139
2022-01-29,11,Coronavac,1,SE,603
2022-01-29,11,Coronavac,1,SP,135379
2022-01-29,11,Coronavac,1,TO,149
2022-01-29,11,Coronavac,2,AC,16
2022-01-29,11,Coronavac,2,AL,42
2022-01-29,11,Coronavac,2,AM,798
2022-01-29,11,Coronavac,2,AP,93
2022-01-29,11,Coronavac,2,BA,1929
2022-01-29,11,Coronavac,2,CE,1551
2022-01-29,11,Coronavac,2,DF,836
2022-01-29,11,Coronavac,2,ES,1454
2022-01-29,11,Coronavac,2,GO,671
2022-01-29,11,Coronavac,2,MA,453
2022-01-29,11,Coronavac,2,MG,4868
2022-01-29,11,Coronavac,2,MS,657
2022-01-29,11,Coronavac,2,MT,463
2022-01-29,11,Coronavac,2,PA,2705
2022-01-29,11,Coronavac,2,PB,657
2022-01-29,11,Coronavac,2,PE,1575
2022-01-29,11,Coronavac,2,PI,1294
2022-01-29,11,Coronavac,2,PR,2142
2022-01-29,11,Coronavac,2,RJ,2624
2022-01-29,11,Coronavac,2,RN,1062
2022-01-29,11,Coronavac,2,RO,11
2022-01-29,11,Coronavac,2,RR,79
2022-01-29,11,Coronavac,2,RS,1622
2022-01-29,11,Coronavac,2,SC,775
2022-01-29,11,Coronavac,2,SE,415
2022-01-29,11,Coronavac,2,SP,1439
2022-01-29,11,Coronavac,2,TO,67
2022-01-29,11,Coronavac,3,AC,1
2022-01-29,11,Coronavac,3,AL,3
2022-01-29,11,Coronavac,3,AM,62
2022-01-29,11,Coronavac,3,AP,3
2022-01-29,11,Coronavac,3,BA,178
2022-01-29,11,Coronavac,3,CE,166
2022-01-29,11,Coronavac,3,DF,84
2022-01-29,11,Coronavac,3,ES,199
2022-01-29,11,Coronavac,3,GO,53
2022-01-29,11,Coronavac,3,MA,39
2022-01-29,11,Coronavac,3,MG,509
2022-01-29,11,Coronavac,3,MS,57
2022-01-29,11,Coronavac,3,MT,44
2022-01-29,11,Coronavac,3,PA,159
2022-01-29,11,Coronavac,3,PB,74
2022-01-29,11,Coronavac,3,PE,201
2022-01-29,11,Coronavac,3,PI,230
2022-01-29,11,Coronavac,3,PR,225
2022-01-29,11,Coronavac,3,RJ,192
2022-01-29,11,Coronavac,3,RN,147
2022-01-29,11,Coronavac,3,RO,0
2022-01-29,11,Coronavac,3,RR,3
2022-01-29,11,Coronavac,3,RS,172
2022-01-29,11,Coronavac,3,SC,70
2022-01-29,11,Coronavac,3,SE,45
2022-01-29,11,Coronavac,3,SP,188
2022-01-29,11,Coronavac,3,TO,13
2022-01-29,11,Coronavac,4,AC,0
2022-01-29,11,Coronavac,4,AL,0
2022-01-29,11,Coronavac,4,AM,0
2022-01-29,11,Coronavac,4,AP,0
2022-01-29,11,Coronavac,4,BA,3
2022-01-29,11,Coronavac,4,CE,2
2022-01-29,11,Coronavac,4,DF,0
2022-01-29,11,Coronavac,4,ES,1
2022-01-29,11,Coronavac,4,GO,1
2022-01-29,11,Coronavac,4,MA,1
2022-01-29,11,Coronavac,4,MG,0
2022-01-29,11,Coronavac,4,MS,0
2022-01-29,11,Coronavac,4,MT,0
2022-01-29,11,Coronavac,4,PA,0
2022-01-29,11,Coronavac,4,PB,1
2022-01-29,11,Coronavac,4,PE,1
2022-01-29,11,Coronavac,4,PI,1
2022-01-29,11,Coronavac,4,PR,1
2022-01-29,11,Coronavac,4,RJ,0
2022-01-29,11,Coronavac,4,RN,1
2022-01-29,11,Coronavac,4,RO,0
2022-01-29,11,Coronavac,4,RS,0
2022-01-29,11,Coronavac,4,SC,0
2022-01-29,11,Coronavac,4,SE,0
2022-01-29,11,Coronavac,4,SP,4
2022-01-29,11,Coronavac,4,TO,0
2022-01-29,11,Coronavac,5,BA,0
2022-01-29,11,Coronavac,5,ES,0
2022-01-29,11,Coronavac,5,MG,0
2022-01-29,11,Coronavac,5,PA,0
2022-01-29,11,Coronavac,5,PB,0
2022-01-29,11,Coronavac,5,PR,0
2022-01-29,11,Coronavac,5,RJ,0
2022-01-29,11,Coronavac,5,RN,0
2022-01-29,11,Coronavac,5,RS,0
2022-01-29,11,Coronavac,5,SP,1
2022-01-29,11,Pfizer,1,AC,475
2022-01-29,11,Pfizer,1,AL,2799
2022-01-29,11,Pfizer,1,AM,1681
2022-01-29,11,Pfizer,1,AP,365
2022-01-29,11,Pfizer,1,BA,11565
2022-01-29,11,Pfizer,1,CE,7232
2022-01-29,11,Pfizer,1,DF,996
2022-01-29,11,Pfizer,1,ES,1072
2022-01-29,11,Pfizer,1,GO,3922
2022-01-29,11,Pfizer,1,MA,4473
2022-01-29,11,Pfizer,1,MG,20338
2022-01-29,11,Pfizer,1,MS,1020
2022-01-29,11,Pfizer,1,MT,1684
2022-01-29,11,Pfizer,1,PA,2307
2022-01-29,11,Pfizer,1,PB,4190
2022-01-29,11,Pfizer,1,PE,8745
2022-01-29,11,Pfizer,1,PI,3921
2022-01-29,11,Pfizer,1,PR,10863
2022-01-29,11,Pfizer,1,RJ,9502
2022-01-29,11,Pfizer,1,RN,1541
2022-01-29,11,Pfizer,1,RO,899
2022-01-29,11,Pfizer,1,RR,166
2022-01-29,11,Pfizer,1,RS,7981
2022-01-29,11,Pfizer,1,SC,3823
2022-01-29,11,Pfizer,1,SE,2344
2022-01-29,11,Pfizer,1,SP,16384
2022-01-29,11,Pfizer,1,TO,1004
2022-01-29,11,Pfizer,2,AC,262
2022-01-29,11,Pfizer,2,AL,1863
2022-01-29,11,Pfizer,2,AM,1144
2022-01-29,11,Pfizer,2,AP,198
2022-01-29,11,Pfizer,2,BA,7046
2022-01-29,11,Pfizer,2,CE,4059
2022-01-29,11,Pfizer,2,DF,618
2022-01-29,11,Pfizer,2,ES,660
2022-01-29,11,Pfizer,2,GO,2319
2022-01-29,11,Pfizer,2,MA,2489
2022-01-29,11,Pfizer,2,MG,14393
2022-01-29,11,Pfizer,2,MS,450
2022-01-29,11,Pfizer,2,MT,1061
2022-01-29,11,Pfizer,2,PA,1058
2022-01-29,11,Pfizer,2,PB,2840
2022-01-29,11,Pfizer,2,PE,6177
2022-01-29,11,Pfizer,2,PI,2665
2022-01-29,11,Pfizer,2,PR,8084
2022-01-29,11,Pfizer,2,RJ,4954
2022-01-29,11,Pfizer,2,RN,1064
2022-01-29,11,Pfizer,2,RO,492
2022-01-29,11,Pfizer,2,RR,76
2022-01-29,11,Pfizer,2,RS,5845
2022-01-29,11,Pfizer,2,SC,2688
2022-01-29,11,Pfizer,2,SE,1397
2022-01-29,11,Pfizer,2,SP,176
